Code_BuildingVariant;Remark_BuildingVariant_1;Remark_BuildingVariant_2;Date_Entry;Date_Change;Code_StatusDataset;Code_Country;Code_Building;Number_BuildingVariant;Description_BuildingVariant;Description_BuildingVariant_National;Code_BuildingType;Code_BuildingSizeClass;Code_ConstructionYearClass;Year1_Building;Year2_Building;A_C_Ref;delta_U_ThermalBridging;n_air_infiltration;A_Roof_1;A_Roof_2;A_Wall_1;A_Wall_2;A_Wall_3;A_Floor_1;A_Floor_2;A_Window_1;A_Window_2;A_Door_1;U_Roof_1;U_Roof_2;U_Wall_1;U_Wall_2;U_Wall_3;U_Floor_1;U_Floor_2;U_Window_1;U_Window_2;U_Door_1;d_Insulation_Roof_1;d_Insulation_Roof_2;d_Insulation_Wall_1;d_Insulation_Wall_2;d_Insulation_Wall_3;d_Insulation_Floor_1;d_Insulation_Floor_2;A_Window_Horizontal;A_Window_East;A_Window_South;A_Window_West;A_Window_North;R_Add_UnheatedSpace_Roof_1;R_Add_UnheatedSpace_Roof_2;R_Add_UnheatedSpace_Wall_1;R_Add_UnheatedSpace_Wall_2;R_Add_UnheatedSpace_Wall_3;R_Add_UnheatedSpace_Floor_1;R_Add_UnheatedSpace_Floor_2;b_Transmission_Roof_1;b_Transmission_Roof_2;b_Transmission_Wall_1;b_Transmission_Wall_2;b_Transmission_Wall_3;b_Transmission_Floor_1;b_Transmission_Floor_2;Code_Measure_Roof_1;Code_Measure_Roof_2;Code_Measure_Wall_1;Code_Measure_Wall_2;Code_Measure_Wall_3;Code_Measure_Floor_1;Code_Measure_Floor_2;Code_Measure_Window_1;Code_Measure_Window_2;Code_Measure_Door_1;R_Measure_Roof_1;R_Measure_Roof_2;R_Measure_Wall_1;R_Measure_Wall_2;R_Measure_Wall_3;R_Measure_Floor_1;R_Measure_Floor_2;R_Measure_Window_1;R_Measure_Window_2;R_Measure_Door_1;Code_MeasureType_Roof_1;Code_MeasureType_Roof_2;Code_MeasureType_Wall_1;Code_MeasureType_Wall_2;Code_MeasureType_Wall_3;Code_MeasureType_Floor_1;Code_MeasureType_Floor_2;Code_MeasureType_Window_1;Code_MeasureType_Window_2;Code_MeasureType_Door_1;Code_ClimateRegion;Name_ClimateRegion;HeatingDays;Theta_e;I_Sol_Hor;I_Sol_East;I_Sol_South;I_Sol_West;I_Sol_North;Code_BoundaryCond;theta_i;F_red_htr1;F_red_htr4;n_air_use;h_room;phi_int;g_gl_n;F_sh_hor;F_sh_vert;F_f;F_w;c_m;R_Before_Roof_1;R_Before_Roof_2;R_Before_Wall_1;R_Before_Wall_2;R_Before_Wall_3;R_Before_Floor_1;R_Before_Floor_2;R_Before_Window_1;R_Before_Window_2;R_Before_Door_1;U_Actual_Roof_1;U_Actual_Roof_2;U_Actual_Wall_1;U_Actual_Wall_2;U_Actual_Wall_3;U_Actual_Floor_1;U_Actual_Floor_2;U_Actual_Window_1;U_Actual_Window_2;U_Actual_Door_1;H_Transmission_Roof_1;H_Transmission_Roof_2;H_Transmission_Wall_1;H_Transmission_Wall_2;H_Transmission_Wall_3;H_Transmission_Floor_1;H_Transmission_Floor_2;H_Transmission_Window_1;H_Transmission_Window_2;H_Transmission_Door_1;H_Transmission_ThermalBridging;h_Transmission;h_Ventilation;Sum_DeltaT_for_HeatingDays;F_red_temp;q_ht_tr;q_ht_ve;q_ht;Q_Sol_Hor;Q_Sol_East;Q_Sol_South;Q_Sol_West;Q_Sol_North;q_sol;q_int;tau;a_H;gamma_h_gn;eta_h_gn;q_h_nd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.AB.05.HR.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.AB.05.HR.ReEx.001;3;;;DE.N.AB.05.HR;AB;DE.05;1958;1968;11448,8;0,05;0,1;0;501,19;6949,14;0;0;485,36;269,52;1947,19;0;2;0,8;0,6;1,2;1,2;1,2;1,6;1,6;3,5;3,5;3;0,05;0,05;0;0;0;0,01;0,01;0;493,8;610,1;493,8;349,49;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0,5;DE.Roof.Insulation30cm.01;DE.Roof.FlatRoofInsulation30cm.01;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;1,25;1,97;0,83;0,83;0,83;0,93;0,63;0,29;0,29;0,33;0,14;0,09;0,13;0,13;0,13;0,23;0,25;0,8;0,8;0,8;0;47,56;901,41;0;0;55,74;33,24;1557,75;0;1,6;507,72;0,27;0,43;3463;0,95;21;34;55;0;25292;45201;25292;10569;9;16;65;2,95;0,46;0,94;31,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.AB.06.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.AB.06.Gen.ReEx.001;3;;;DE.N.AB.06.Gen;AB;DE.06;1969;1978;3322;0,05;0,1;0;540;2130;0;0;540;0;545;0;2;0,5;0,6;1,1;1,1;1,1;1;1;3,5;3,5;4;0,06;0,05;0;0;0;0,02;0,02;0;229;34;229;53;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Roof.FlatRoofInsulation30cm.01;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2;1,97;0,91;0,91;0,91;1,3;1;0,29;0,29;0,25;0,14;0,09;0,13;0,13;0,13;0,21;0,23;0,8;0,8;0,8;0;51,24;273,6;0;0;57,1;0;436;0;1,6;187,85;0,3;0,43;3463;0,95;24;34;58;0;11729;2519;11729;1603;8;16;62;2,86;0,422;0,95;34,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.AB.06.HR.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.AB.06.HR.ReEx.001;3;;;DE.N.AB.06.HR;AB;DE.06;1969;1978;19813,2;0,05;0,1;0;1468,97;14623,4;0;0;1468,97;0;2580,52;0;2;0,5;0,6;1,1;1,1;1,1;1;1;3,5;3,5;4;0,06;0,05;0;0;0;0,02;0,02;0;760,22;763,88;760,22;296,2;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Roof.FlatRoofInsulation30cm.01;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2;1,97;0,91;0,91;0,91;1,3;1;0,29;0,29;0,25;0,14;0,09;0,13;0,13;0,13;0,21;0,23;0,8;0,8;0,8;0;139,4;1878,41;0;0;155,33;0;2064,42;0;1,6;1007,19;0,26;0,43;3463;0,95;21;34;54;0;38938;56594;38938;8957;7;16;65;2,97;0,426;0,95;32,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.East.AB.06.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.East.AB.06.Gen.ReEx.001;3;;;DE.East.AB.06.Gen;AB;DE.06;1969;1978;3107,5;0,05;0,1;0;598,34;1599,73;0;0;598,34;0;461;0;2;0,8;0,6;1,1;1,1;1,1;1;1;2,7;2,7;4;0,05;0,05;0;0;0;0,02;0,02;0;0;278;0;183;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;1,25;1,97;0,91;0,91;0,91;1,3;1;0,37;0,37;0,25;0,14;0,09;0,13;0,13;0,13;0,21;0,23;0,8;0,8;0,8;0;56,78;205,49;0;0;63,27;0;368,8;0;1,6;162,97;0,28;0,43;3463;0,95;22;34;55;0;0;20596;0;5534;8;16;64;2,94;0,44;0,95;32,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.East.AB.06.HR.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.East.AB.06.HR.ReEx.001;3;;;DE.East.AB.06.HR;AB;DE.06;1969;1978;5275,6;0,05;0,1;0;598,3369;2992,09;0;0;598,3369;0;756;0;2;0,5;0,6;1,1;1,1;1,1;1;1;2,7;2,7;4;0,06;0,05;0;0;0;0,02;0,02;0;378;0;378;0;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2;1,97;0,91;0,91;0,91;1,3;1;0,37;0,37;0,25;0,14;0,09;0,13;0,13;0,13;0,21;0,23;0,8;0,8;0,8;0;56,78;384,34;0;0;63,27;0;604,8;0;1,6;247,34;0,26;0,43;3463;0,95;20;34;54;0;19361;0;19361;0;7;16;66;3;0,433;0,95;31,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.East.AB.07.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.East.AB.07.Gen.ReEx.001;3;;;DE.East.AB.07.Gen;AB;DE.07;1979;1983;3107,5;0,05;0,1;0;598,34;1673,73;0;0;598,34;0;387;0;2;0,5;0,5;0,9;0,9;0,9;0,8;0,8;2,7;2,7;4;0,06;0,06;0;0;0;0,04;0,04;0;0;215;0;172;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2;2,3;1,11;1,11;1,11;1,55;1,25;0,37;0,37;0,25;0,14;0,09;0,13;0,13;0,13;0,2;0,21;0,8;0,8;0,8;0;55,04;209,56;0;0;60,09;0;309,6;0;1,6;162,97;0,26;0,43;3463;0,95;20;34;54;0;0;15929;0;5201;7;16;66;3;0,423;0,95;32,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.East.AB.07.HR.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.East.AB.07.HR.ReEx.001;3;;;DE.East.AB.07.HR;AB;DE.07;1979;1983;7997;0,05;0,1;0;695,12;4221,74;0;0;695,12;0;1471,06;0;2;0,5;0,5;0,9;0,9;0,9;0,8;0,8;3,5;3,5;4;0,08;0,06;0;0;0;0,04;0,04;0;397,245;398,64;397,245;277,93;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2;2,3;1,11;1,11;1,11;1,55;1,25;0,29;0,29;0,25;0,14;0,09;0,13;0,13;0,13;0,2;0,21;0,8;0,8;0,8;0;63,94;528,58;0;0;69,81;0;1176,85;0;1,6;354,25;0,27;0,43;3463;0,95;22;34;55;0;20346;29534;20346;8405;10;16;64;2,94;0,467;0,94;30,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.East.AB.08.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.East.AB.08.Gen.ReEx.001;3;;;DE.East.AB.08.Gen;AB;DE.08;1984;1994;3107,5;0,05;0,1;0;598,34;1673,73;0;0;598,34;0;387;0;2;0,4;0,4;0,6;0,6;0,6;0,6;0,6;3,5;3,5;4;0,1;0,1;0;0;0;0,06;0,06;0;0;215;0;172;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2,5;2,8;1,67;1,67;1,67;1,97;1,67;0,29;0,29;0,25;0,14;0,09;0,12;0,12;0,12;0,19;0,2;0,8;0,8;0,8;0;52,62;195,93;0;0;55,45;0;309,6;0;1,6;162,97;0,25;0,43;3463;0,95;20;34;53;0;0;15929;0;5201;7;16;67;3,02;0,427;0,95;31,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.MFH.01.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.MFH.01.Gen.ReEx.001;3;;;DE.N.MFH.01.Gen;MFH;DE.01;0;1859;677,4911;0,05;0,1;284,1;0;749,31;0;0;124,76;48,97;106,97;0;2;2,6;1;2;2;2;1,2;1,2;3,5;3,5;3;0;0;0;0;0;0;0;0;25,46;36,57;25,46;19,48;0;0;0;0;0;0,3;0;1;0;1;0;0;0,5;0,5;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.02;DE.Window.3pInsulatedFrame.02;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;0,38;1;0,5;0,5;0,5;1,13;0,83;0,29;0,29;0,33;0,14;0,1;0,14;0,14;0,14;0,22;0,23;0,8;0,8;0,8;39,59;0;101,59;0;0;13,67;5,75;85,58;0;1,6;65,81;0,46;0,43;3463;0,95;37;34;70;0;1304;2709;1304;589;9;16;51;2,49;0,352;0,95;46,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.MFH.02.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.MFH.02.Gen.ReEx.001;3;;;DE.N.MFH.02.Gen;MFH;DE.02;1860;1918;312,4;0,05;0,1;102,8;0;146;0;0;102,8;0;54,08;0;2;1,3;1;2,2;2,2;2,2;1,2;1,2;2,7;2,7;3;0;0;0;0;0;0;0;0;26,395;0;26,395;1,29;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.03;DE.Wall.Insulation24cm.03;DE.Wall.Insulation24cm.03;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.02;DE.Window.3pInsulatedFrame.02;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;0,77;1,3;0,45;0,45;0,45;1,13;0,83;0,37;0,37;0,33;0,14;0,1;0,14;0,14;0,14;0,22;0,23;0,8;0,8;0,8;14,33;0;19,92;0;0;11,27;0;43,26;0;1,6;20,38;0,35;0,43;3463;0,95;28;34;62;0;1352;0;1352;39;9;16;58;2,72;0,402;0,95;38,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.MFH.03.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.MFH.03.Gen.ReEx.001;3;;;DE.N.MFH.03.Gen;MFH;DE.03;1919;1948;385;0,05;0,1;158,5;31,1;323,54;0;0;127,4;31,1;71,16;0;2;1,4;0,8;1,7;1,7;1,7;1;1;3,5;3,5;3;0;0;0;0;0;0;0;0;9,5;33,66;9,5;18,5;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0,5;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;0,71;1,55;0,59;0,59;0,59;1,3;1;0,29;0,29;0,33;0,14;0,1;0,13;0,13;0,13;0,21;0,23;0,8;0,8;0,8;22,09;3,07;43,35;0;0;13,47;3,51;56,93;0;1,6;37,24;0,47;0,43;3463;0,95;37;34;71;0;487;2494;487;559;10;16;50;2,47;0,374;0,94;45,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.MFH.04.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.MFH.04.Gen.ReEx.001;3;;;DE.N.MFH.04.Gen;MFH;DE.04;1949;1957;632,28;0,05;0,1;0;355;462;0;0;355;0;98,72;0;2;1,4;1,6;1,2;1,2;1,2;2,2;2,2;3,5;3,5;3;0;0,01;0;0;0;0;0;0;45,58;3,78;45,58;3,78;0;0,3;0;0;0;0,3;0;0;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;0,71;0,93;0,83;0,83;0,83;0,75;0,45;0,29;0,29;0,33;0,14;0,11;0,13;0,13;0,13;0,24;0,26;0,8;0,8;0,8;0;37,38;59,93;0;0;42,43;0;78,98;0;1,6;63,64;0,45;0,43;3463;0,95;35;34;69;0;2335;280;2335;114;8;16;51;2,52;0,348;0,95;46,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.East.MFH.04.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.East.MFH.04.Gen.ReEx.001;3;;;DE.East.MFH.04.Gen;MFH;DE.04;1949;1957;1928,3;0,05;0,1;0;558,714;1158,16;0;0;558,714;0;319,9;0;2;1,4;1,6;1,2;1,2;1,2;2,2;2,2;3,5;3,5;3;0;0,01;0;0;0;0;0;0;0;150,3;0;169,6;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;0,71;0,93;0,83;0,83;0,83;0,75;0,45;0,29;0,29;0,33;0,14;0,11;0,13;0,13;0,13;0,24;0,26;0,8;0,8;0,8;0;58,83;150,23;0;0;66,78;0;255,92;0;1,6;129,87;0,34;0,43;3463;0,95;27;34;61;0;0;11135;0;5129;8;16;59;2,75;0,402;0,95;37,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.MFH.05.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.MFH.05.Gen.ReEx.001;3;;;DE.N.MFH.05.Gen;MFH;DE.05;1958;1968;3129,071;0,05;0,1;0;971,11;2039;0;0;971,11;0;507,48;0;2;0,8;0,6;1,2;1,2;1,2;1,6;1,6;3,5;3,5;3;0,05;0,05;0;0;0;0,01;0,01;0;22,245;243,24;22,245;219,75;0;0,3;0;0;0;0,3;0;0;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;1,25;1,97;0,83;0,83;0,83;0,93;0,63;0,29;0,29;0,33;0,14;0,09;0,13;0,13;0,13;0,23;0,25;0,8;0,8;0,8;0;92,15;264,49;0;0;111,53;0;405,98;0;1,6;224,54;0,35;0,43;3463;0,95;28;34;61;0;1139;18021;1139;6645;9;16;58;2,73;0,401;0,95;37,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
