Satz;t;Land;RB;Kreis;VB;Gem;Name;Area;AEWZ;AEWZ_M;AEWZ_F;DENS;sss
60;64;01;0;56;5636;006;Bokel;  16,02;  638;  326;  312;  40;25364
60;64;01;0;56;5636;010;Brande-Hörnerkirchen;  13,14; 1 595;  790;  805;  121;25364
60;64;01;0;56;5636;038;Osterhorn;  6,38;  418;  212;  206;  66;25364
60;64;01;0;56;5636;051;Westerhorn;  9,37; 1 283;  616;  667;  137;25364
50;51;01;0;56;5642;;Moorrege;;;;;;
60;64;01;0;56;5642;001;Appen;  20,28; 5 844; 3 331; 2 513;  288;25482
60;64;01;0;56;5642;016;Groß Nordende;  5,64;  699;  338;  361;  124;25436
60;64;01;0;56;5642;023;Heidgraben;  5,38; 2 419; 1 227; 1 192;  450;25436
60;64;01;0;56;5642;024;Heist;  9,96; 2 839; 1 444; 1 395;  285;25492
60;64;01;0;56;5642;028;Holm;  16,05; 3 101; 1 543; 1 558;  193;25488
60;64;01;0;56;5642;036;Moorrege;  10,76; 4 110; 2 046; 2 064;  382;25436
60;64;01;0;56;5642;037;Neuendeich;  8,54;  528;  243;  285;  62;25436
50;51;01;0;56;5660;;Rantzau;;;;;;
60;64;01;0;56;5660;003;Bevern;  8,04;  575;  276;  299;  72;25355
60;64;01;0;56;5660;004;Bilsen;  6,20;  723;  346;  377;  117;25485
60;64;01;0;56;5660;008;Bokholt-Hanredder;  8,56; 1 282;  670;  612;  150;25335
60;64;01;0;56;5660;011;Bullenkuhlen;  3,94;  365;  193;  172;  93;25355
60;64;01;0;56;5660;014;Ellerhoop;  10,80; 1 435;  704;  731;  133;25373
60;64;01;0;56;5660;017;Groß Offenseth-Aspern;  10,56;  451;  280;  171;  43;25355
60;64;01;0;56;5660;022;Heede;  15,48;  698;  356;  342;  45;25355
60;64;01;0;56;5660;026;Hemdingen;  16,42; 1 624;  794;  830;  99;25485
60;64;01;0;56;5660;034;Langeln;  10,28;  523;  274;  249;  51;25485
60;64;01;0;56;5660;035;Lutzhorn;  21,72;  806;  410;  396;  37;25355
50;51;01;0;56;5687;;Pinnau;;;;;;
60;64;01;0;56;5687;005;Bönningstedt;  12,05; 4 405; 2 172; 2 233;  366;25474
60;64;01;0;56;5687;009;Borstel-Hohenraden;  14,88; 2 263; 1 118; 1 145;  152;25494
60;64;01;0;56;5687;013;Ellerbek;  9,11; 4 204; 2 097; 2 107;  461;25474
60;64;01;0;56;5687;021;Hasloh;  11,07; 3 397; 1 676; 1 721;  307;25474
60;64;01;0;56;5687;032;Kummerfeld;  6,50; 2 055; 1 020; 1 035;  316;25495
60;64;01;0;56;5687;040;Prisdorf;  5,23; 2 237; 1 101; 1 136;  428;25497
60;64;01;0;56;5687;047;Tangstedt;  12,52; 2 245; 1 116; 1 129;  179;25499
40;43;01;0;57;;;Plön;;;;;;
50;50;01;0;57;0008;;Bönebüttel;;;;;;
60;64;01;0;57;0008;008;Bönebüttel;  20,40; 2 055;  993; 1 062;  101;24620
50;50;01;0;57;0057;;Plön, Stadt;;;;;;
60;63;01;0;57;0057;057;Plön, Stadt;  36,73; 12 845; 8 369; 4 476;  350;24306
50;50;01;0;57;0062;;Preetz, Stadt;;;;;;
60;63;01;0;57;0062;062;Preetz, Stadt;  14,40; 15 855; 7 543; 8 312; 1 101;24211
50;50;01;0;57;0091;;Schwentinental, Stadt;;;;;;
60;63;01;0;57;0091;091;Schwentinental, Stadt;  17,82; 13 552; 6 481; 7 071;  760;24223
50;51;01;0;57;5727;;Amt Lütjenburg;;;;;;
60;64;01;0;57;5727;004;Behrensdorf (Ostsee);  20,85;  641;  316;  325;  31;24321
60;64;01;0;57;5727;007;Blekendorf;  38,34; 1 773;  873;  900;  46;24327
60;64;01;0;57;5727;013;Dannau;  9,12;  661;  321;  340;  72;24329
60;64;01;0;57;5727;021;Giekau;  32,80; 1 115;  565;  550;  34;24321
60;64;01;0;57;5727;026;Helmstorf;  12,73;  335;  168;  167;  26;24321
60;64;01;0;57;5727;027;Högsdorf;  10,92;  416;  210;  206;  38;24327
60;64;01;0;57;5727;029;Hohenfelde;  10,54; 1 105;  593;  512;  105;24257
60;64;01;0;57;5727;030;Hohwacht (Ostsee);  8,77;  901;  436;  465;  103;24321
60;64;01;0;57;5727;034;Kirchnüchel;  10,09;  179;  101;  78;  18;23714
60;64;01;0;57;5727;035;Klamp;  9,72;  774;  385;  389;  80;24321
60;64;01;0;57;5727;038;Kletkamp;  11,52;  128;  62;  66;  11;24327
60;63;01;0;57;5727;048;Lütjenburg, Stadt;  6,15; 5 399; 2 600; 2 799;  878;24321
60;64;01;0;57;5727;055;Panker;  22,76; 1 561;  763;  798;  69;24321
60;64;01;0;57;5727;076;Schwartbuck;  13,15;  824;  403;  421;  63;24257
60;64;01;0;57;5727;082;Tröndel;  7,58;  411;  211;  200;  54;24321
50;51;01;0;57;5739;;Großer Plöner See;;;;;;
60;64;01;0;57;5739;001;Ascheberg (Holstein);  20,93; 3 206; 1 528; 1 678;  153;24326
60;64;01;0;57;5739;009;Bösdorf;  21,10; 1 512;  773;  739;  72;24306
60;64;01;0;57;5739;015;Dersau;  7,51;  898;  438;  460;  120;24326
60;64;01;0;57;5739;017;Dörnick;  4,30;  274;  125;  149;  64;24326
60;64;01;0;57;5739;022;Grebin;  24,14;  938;  466;  472;  39;24329
60;64;01;0;57;5739;032;Kalübbe;  11,80;  560;  292;  268;  47;24326
60;64;01;0;57;5739;045;Lebrade;  18,59;  588;  289;  299;  32;24306
60;64;01;0;57;5739;053;Nehmten;  22,04;  262;  131;  131;  12;24326
60;64;01;0;57;5739;065;Rantzau;  16,91;  329;  169;  160;  19;24321
60;64;01;0;57;5739;067;Rathjensdorf;  11,79;  522;  261;  261;  44;24306
60;64;01;0;57;5739;089;Wittmoldt;  5,71;  177;  84;  93;  31;24306
50;51;01;0;57;5747;;Preetz-Land;;;;;;
60;64;01;0;57;5747;002;Barmissen;  5,15;  171;  76;  95;  33;24245
60;64;01;0;57;5747;010;Boksee;  5,53;  467;  230;  237;  84;24220
60;64;01;0;57;5747;011;Bothkamp;  13,85;  291;  138;  153;  21;24250
60;64;01;0;57;5747;023;Großbarkau;  2,93;  192;  98;  94;  66;24245
60;64;01;0;57;5747;031;Honigsee;  11,27;  457;  218;  239;  41;24211
60;64;01;0;57;5747;033;Kirchbarkau;  2,16;  735;  343;  392;  340;24245
60;64;01;0;57;5747;037;Klein Barkau;  4,19;  247;  117;  130;  59;24245
60;64;01;0;57;5747;042;Kühren;  16,81;  693;  355;  338;  41;24211
60;64;01;0;57;5747;046;Lehmkuhlen;  31,26; 1 466;  743;  723;  47;24211
60;64;01;0;57;5747;047;Löptin;  9,08;  323;  160;  163;  36;24250
60;64;01;0;57;5747;054;Nettelsee;  6,47;  404;  192;  212;  62;24250
60;64;01;0;57;5747;058;Pohnsdorf;  24,62;  484;  246;  238;  20;24211
60;64;01;0;57;5747;059;Postfeld;  8,33;  459;  225;  234;  55;24211
60;64;01;0;57;5747;066;Rastorf;  20,01;  866;  421;  445;  43;24211
60;64;01;0;57;5747;070;Schellhorn;  10,54; 1 607;  760;  847;  152;24211
60;64;01;0;57;5747;084;Wahlstorf;  14,83;  497;  238;  259;  34;24211
60;64;01;0;57;5747;086;Warnau;  3,98;  338;  171;  167;  85;24250
50;51;01;0;57;5755;;Probstei;;;;;;
60;64;01;0;57;5755;003;Barsbek;  8,73;  590;  305;  285;  68;24217
60;64;01;0;57;5755;006;Bendfeld;  4,41;  234;  107;  127;  53;24217
60;64;01;0;57;5755;012;Brodersdorf;  3,63;  419;  202;  217;  115;24235
60;64;01;0;57;5755;018;Fahren;  3,60;  159;  80;  79;  44;24253
60;64;01;0;57;5755;020;Fiefbergen;  5,80;  574;  291;  283;  99;24217
60;64;01;0;57;5755;028;Höhndorf;  5,63;  400;  194;  206;  71;24217
60;64;01;0;57;5755;039;Köhn;  13,16;  835;  426;  409;  63;24257
60;64;01;0;57;5755;040;Krokau;  4,45;  483;  235;  248;  109;24217
60;64;01;0;57;5755;041;Krummbek;  5,48;  386;  201;  185;  70;24217
60;64;01;0;57;5755;043;Laboe;  5,23; 5 214; 2 559; 2 655;  997;24235
60;64;01;0;57;5755;049;Lutterbek;  3,23;  369;  197;  172;  114;24235
60;64;01;0;57;5755;056;Passade;  4,32;  326;  169;  157;  75;24253
60;64;01;0;57;5755;060;Prasdorf;  4,77;  470;  240;  230;  99;24253
60;64;01;0;57;5755;063;Probsteierhagen;  14,95; 2 078;  998; 1 080;  139;24253
60;64;01;0;57;5755;073;Schönberg (Holstein);  11,64; 6 719; 3 284; 3 435;  577;24217
60;64;01;0;57;5755;078;Stakendorf;  7,97;  461;  223;  238;  58;24217
60;64;01;0;57;5755;079;Stein;  3,81;  808;  399;  409;  212;24235
60;64;01;0;57;5755;081;Stoltenberg;  7,78;  319;  148;  171;  41;24256
60;64;01;0;57;5755;087;Wendtorf;  5,12; 1 123;  571;  552;  219;24235
60;64;01;0;57;5755;088;Wisch;  9,18;  742;  380;  362;  81;24217
50;51;01;0;57;5775;;Selent/ Schlesen;;;;;;
60;64;01;0;57;5775;016;Dobersdorf;  21,91; 1 154;  571;  583;  53;24232
60;64;01;0;57;5775;044;Lammershagen;  25,97;  277;  145;  132;  11;24238
60;64;01;0;57;5775;050;Martensrade;  19,53;  989;  493;  496;  51;24238
60;64;01;0;57;5775;052;Mucheln;  14,28;  582;  297;  285;  41;24238
60;64;01;0;57;5775;072;Schlesen;  7,99;  516;  238;  278;  65;24256
60;64;01;0;57;5775;077;Selent;  4,33; 1 352;  665;  687;  312;24238
60;64;01;0;57;5775;090;Fargau-Pratjau;  23,53;  770;  396;  374;  33;24256
50;51;01;0;57;5782;;Schrevenborn;;;;;;
60;64;01;0;57;5782;025;Heikendorf;  14,72; 8 225; 3 864; 4 361;  559;24226
60;64;01;0;57;5782;051;Mönkeberg;  2,78; 3 827; 1 789; 2 038; 1 377;24226
60;64;01;0;57;5782;074;Schönkirchen;  15,95; 6 272; 3 022; 3 250;  393;24226
50;51;01;0;57;5785;;Bokhorst-Wankendorf;;;;;;
60;64;01;0;57;5785;005;Belau;  14,89;  344;  169;  175;  23;24601
60;64;01;0;57;5785;024;Großharrie;  13,16;  536;  277;  259;  41;24625
60;64;01;0;57;5785;068;Rendswühren;  19,75;  808;  396;  412;  41;24619
60;64;01;0;57;5785;069;Ruhwinkel;  13,13; 1 039;  518;  521;  79;24601
60;64;01;0;57;5785;071;Schillsdorf;  26,50;  892;  453;  439;  34;24637
60;64;01;0;57;5785;080;Stolpe;  23,21; 1 316;  650;  666;  57;24601
60;64;01;0;57;5785;083;Tasdorf;  5,10;  359;  176;  183;  70;24536
60;64;01;0;57;5785;085;Wankendorf;  13,34; 2 831; 1 375; 1 456;  212;24601
40;43;01;0;58;;;Rendsburg-Eckernförde;;;;;;
50;50;01;0;58;0005;;Altenholz;;;;;;
60;64;01;0;58;0005;005;Altenholz;  19,03; 10 004; 4 829; 5 175;  526;24161
50;50;01;0;58;0034;;Büdelsdorf, Stadt;;;;;;
60;63;01;0;58;0034;034;Büdelsdorf, Stadt;  6,48; 10 080; 4 915; 5 165; 1 556;24782
50;50;01;0;58;0043;;Eckernförde, Stadt;;;;;;
60;63;01;0;58;0043;043;Eckernförde, Stadt;  18,39; 22 614; 11 080; 11 534; 1 230;24340
